CustomerId,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Complain,Satisfaction Score,Card Type,Point Earned,Geography_France,Geography_Germany,Geography_Spain,Exited
15619892,644,1,21.0,8,0.0,2,1,0,59172.42,0,4,4,975,False,False,True,0
15775663,712,1,53.0,6,134729.99,2,1,1,132702.64,0,2,4,856,False,True,False,0
15730137,628,1,31.0,0,88421.81,1,0,0,72350.47,0,2,1,800,True,False,False,0
15630551,696,1,33.0,2,163139.27,1,1,1,7035.36,0,1,4,514,True,False,False,0
15750055,503,1,32.0,9,100262.88,2,1,1,157921.25,0,1,4,685,False,False,True,0
15812616,707,0,49.0,10,0.0,1,1,0,82967.97,1,2,3,489,True,False,False,1
15752984,737,0,70.0,9,87542.89,2,1,1,42576.86,0,4,4,631,True,False,False,0
15763381,496,1,30.0,0,90963.49,1,0,1,27802.0,0,3,4,333,True,False,False,0
15749381,790,0,41.0,2,126619.27,1,1,0,198224.38,0,4,4,696,True,False,False,0
15606861,636,1,34.0,8,0.0,2,1,0,38570.13,0,1,1,474,True,False,False,0
15631871,616,0,57.0,7,116936.81,1,1,1,104379.36,0,2,3,336,False,True,False,0
15658169,778,0,47.0,6,127299.34,2,1,0,124694.99,0,2,2,859,False,False,True,0
15742404,718,1,38.0,7,0.0,2,1,0,38308.34,0,2,1,680,True,False,False,0
15797905,682,0,48.0,7,0.0,2,1,0,65069.03,0,5,2,936,True,False,False,0
15699430,618,0,35.0,10,0.0,2,1,0,180439.75,0,1,4,341,True,False,False,0
15604832,633,1,29.0,7,0.0,1,1,1,130224.73,0,4,4,660,True,False,False,0
15702464,549,0,34.0,4,0.0,2,0,0,139463.57,0,3,3,339,True,False,False,0
15665062,696,1,21.0,1,110928.51,1,1,1,2766.63,0,4,3,871,True,False,False,0
15692918,604,1,36.0,10,113546.3,1,1,1,134875.37,0,1,4,582,False,True,False,0
15776743,647,1,43.0,9,0.0,2,1,1,78488.39,0,4,4,555,True,False,False,0
15677550,755,0,38.0,1,0.0,2,1,0,20734.81,0,4,2,644,True,False,False,0
15630725,649,0,45.0,5,92786.66,1,1,0,173365.9,1,1,2,919,True,False,False,1
15746451,686,1,41.0,7,102749.72,1,0,1,194913.86,0,2,4,561,False,False,True,0
15780124,841,1,72.0,9,108131.53,1,0,1,60830.38,0,5,1,698,True,False,False,0
15775238,651,0,41.0,4,133432.59,1,0,1,151303.48,0,3,1,807,False,True,False,0
15705281,800,1,38.0,9,0.0,1,1,0,78744.39,0,2,4,350,False,False,True,0
15750671,512,1,31.0,6,0.0,2,1,0,168462.26,0,1,1,264,False,False,True,0
15588219,850,0,38.0,1,106871.81,2,1,0,29333.01,0,3,1,527,True,False,False,0
15741078,736,1,54.0,7,111729.47,2,0,1,84920.49,0,3,3,421,True,False,False,0
15771409,586,1,58.0,7,151933.63,1,1,0,162960.05,1,4,1,894,True,False,False,1
15595842,748,1,45.0,2,119852.01,1,0,0,73853.94,1,2,3,741,False,True,False,1
15589017,547,1,55.0,4,111362.76,2,1,0,16922.28,1,1,4,579,False,True,False,1
15724150,814,1,48.0,9,136596.85,1,1,1,185791.9,0,3,2,935,True,False,False,0
15602280,829,0,27.0,9,112045.67,1,1,1,119708.21,1,3,4,779,False,True,False,1
15589475,591,0,39.0,3,0.0,2,1,0,140469.38,1,3,4,298,False,False,True,1
15607746,573,0,36.0,1,0.0,1,1,1,56905.38,0,1,1,417,True,False,False,0
15708139,575,0,40.0,1,139532.34,1,1,0,181294.39,0,2,1,319,True,False,False,0
15670374,819,0,49.0,1,120656.86,2,0,0,166164.3,1,3,3,991,False,True,False,1
15718247,606,0,46.0,8,0.0,2,1,1,183717.94,0,2,4,939,False,False,True,0
15774166,607,0,24.0,2,109483.54,2,0,1,127560.77,0,3,2,260,False,True,False,0
15772073,664,1,48.0,10,0.0,1,1,0,140173.17,1,1,3,495,True,False,False,1
15598157,728,1,34.0,4,106328.08,1,1,0,88680.65,0,5,2,709,True,False,False,0
15730345,617,0,35.0,2,104508.1,1,1,1,147636.46,0,5,3,757,True,False,False,0
15756610,657,0,38.0,5,123770.46,1,0,0,47019.66,1,1,1,385,False,True,False,1
15796071,657,1,29.0,7,83889.03,1,1,0,153059.62,0,3,1,682,False,False,True,0
15806467,568,1,40.0,1,99282.63,1,0,0,134600.94,1,2,1,818,False,True,False,1
15668323,678,0,41.0,1,143443.61,1,1,0,196622.28,1,4,3,407,True,False,False,1
15678034,811,1,46.0,9,180226.24,1,1,0,13464.64,1,3,3,340,True,False,False,1
15720910,560,0,66.0,9,0.0,1,1,1,15928.49,0,3,4,906,True,False,False,0
15569187,680,1,35.0,9,0.0,2,0,0,143774.06,0,5,3,590,False,False,True,0
15711314,589,0,45.0,1,0.0,1,0,0,125939.22,1,4,1,300,False,False,True,1
15681705,785,1,28.0,8,0.0,2,1,0,77231.27,0,2,1,937,True,False,False,0
15735719,790,0,40.0,9,0.0,2,1,1,70607.1,0,4,1,581,True,False,False,0
15726960,741,0,36.0,3,0.0,2,1,1,89804.83,0,1,1,900,True,False,False,0
15669501,706,1,35.0,5,0.0,2,1,1,81718.37,0,2,1,712,True,False,False,0
15769499,545,0,72.0,3,0.0,2,1,1,161326.73,0,2,1,423,False,False,True,0
15567893,556,1,33.0,3,124213.36,2,1,0,62627.55,0,2,2,537,False,True,False,0
15765806,492,1,29.0,1,144591.96,1,1,1,196293.76,0,3,1,251,True,False,False,0
15703778,728,1,33.0,8,129907.63,1,0,1,36083.96,0,2,2,913,True,False,False,0
15663933,625,0,35.0,5,86147.46,2,1,0,163440.8,1,2,2,240,False,True,False,1
15649992,681,1,65.0,7,134714.7,2,0,1,190419.81,0,3,2,854,False,False,True,0
15768530,554,0,27.0,4,0.0,2,1,1,135083.73,0,5,1,738,False,False,True,0
15656417,582,0,39.0,1,132077.48,2,1,0,192255.15,0,3,2,348,True,False,False,0
15666430,579,1,38.0,8,0.0,2,0,0,91763.67,0,5,3,835,True,False,False,0
15618391,810,1,33.0,6,0.0,2,1,1,77965.67,0,4,4,520,True,False,False,0
15724924,589,0,37.0,6,138497.84,1,0,1,18988.58,0,1,1,828,True,False,False,0
15665790,538,1,39.0,7,108055.1,2,1,0,27231.26,0,5,1,534,False,True,False,0
15746704,638,1,30.0,9,136808.53,2,1,1,106642.97,0,5,2,946,False,False,True,0
15659486,586,1,34.0,9,74309.81,1,1,0,15034.93,0,5,2,248,False,True,False,0
15791053,709,1,45.0,4,122917.71,1,1,1,11.58,1,5,2,254,False,True,False,1
15714227,672,0,53.0,7,0.0,1,1,1,136910.18,0,3,3,311,True,False,False,0
15626114,429,1,24.0,4,95741.75,1,1,0,46170.75,0,2,2,352,True,False,False,0
15666559,608,1,23.0,8,197715.93,2,1,1,116124.28,0,5,4,845,False,True,False,0
15771154,683,0,72.0,8,137732.23,2,1,1,133210.44,0,4,3,959,True,False,False,0
15757931,804,1,24.0,3,0.0,2,1,0,173195.33,0,4,1,335,True,False,False,0
15765300,596,1,40.0,5,62389.03,2,1,0,148623.43,1,5,2,791,False,True,False,1
15800554,850,0,72.0,1,0.0,2,1,1,59568.24,0,3,2,886,True,False,False,0
15589869,437,1,49.0,9,111634.29,2,0,1,166440.32,0,3,4,805,True,False,False,0
15618245,706,1,31.0,1,117020.08,2,1,0,54439.53,0,4,2,401,False,True,False,0
15713596,428,0,62.0,1,107735.93,1,0,1,58381.77,0,4,4,398,True,False,False,0
15646374,766,0,28.0,3,62717.84,2,1,1,13182.43,0,1,2,808,False,True,False,0
15748499,550,1,33.0,4,118400.91,1,0,1,13999.64,1,3,3,362,False,True,False,1
15774104,539,1,39.0,2,0.0,2,1,1,48189.94,0,4,2,457,False,False,True,0
15623471,607,1,38.0,3,98205.77,1,1,0,176318.27,0,4,3,354,False,True,False,0
15662532,757,1,31.0,8,149085.9,2,1,1,197077.36,0,2,1,376,False,True,False,0
15596647,768,1,54.0,8,69712.74,1,1,1,69381.05,0,3,1,569,True,False,False,0
15633059,413,1,34.0,9,0.0,2,0,0,6534.18,0,1,3,449,True,False,False,0
15784099,726,0,38.0,5,126875.62,1,1,0,128052.29,0,2,3,514,True,False,False,0
15590320,850,1,66.0,4,0.0,2,0,1,64350.8,0,5,1,518,True,False,False,0
15615296,405,1,39.0,10,0.0,1,1,0,160810.85,1,2,4,455,True,False,False,1
15692631,577,0,44.0,8,115557.0,1,0,1,127506.76,0,1,4,336,False,False,True,0
15810593,568,1,51.0,4,0.0,2,1,1,66586.56,0,2,1,573,True,False,False,0
15641629,537,0,38.0,1,0.0,2,0,1,41233.97,0,5,3,818,False,False,True,0
15601324,697,0,48.0,1,0.0,2,1,1,87400.53,0,5,4,553,True,False,False,0
15756751,596,0,54.0,0,78126.28,1,1,1,153482.91,1,2,3,479,False,False,True,1
15688849,609,1,48.0,1,108019.27,2,1,1,184524.65,1,5,3,559,True,False,False,1
15619537,550,1,31.0,5,142200.19,2,1,1,122221.71,0,4,3,878,True,False,False,0
15625706,693,1,45.0,2,116546.59,2,0,0,23140.28,1,5,4,235,False,True,False,1
15690743,536,0,61.0,8,65190.29,1,1,1,64308.49,1,2,4,390,True,False,False,1
15685150,799,1,28.0,7,167658.33,2,1,1,111138.25,0,5,4,938,False,True,False,0
15667896,833,1,37.0,8,151226.18,2,1,1,136129.49,0,3,4,633,True,False,False,0
15672053,526,1,38.0,2,0.0,2,0,0,58010.98,0,5,1,708,False,False,True,0
15729435,623,1,40.0,6,0.0,2,1,1,66119.07,0,5,3,742,True,False,False,0
15616666,646,0,52.0,6,111739.4,2,0,1,68367.18,0,1,4,234,False,True,False,0
15685997,838,0,39.0,5,166733.92,2,1,0,14279.44,0,2,4,917,False,False,True,0
15584320,686,0,39.0,3,111695.62,1,0,0,136643.84,0,4,4,408,True,False,False,0
15654025,646,0,51.0,4,101629.3,1,0,0,130541.1,0,5,1,639,True,False,False,0
15758252,561,0,45.0,2,168085.38,2,0,1,115719.08,0,4,2,998,False,True,False,0
15714920,585,1,44.0,7,163867.86,1,1,1,112333.22,0,1,3,473,False,True,False,0
15653715,602,0,63.0,7,0.0,2,1,1,56323.21,0,4,3,649,True,False,False,0
15701352,611,0,28.0,3,96381.68,2,1,0,181419.29,0,3,2,855,False,False,True,0
15753847,645,1,45.0,4,0.0,1,0,1,174916.85,1,5,3,668,False,False,True,1
15619494,562,0,31.0,9,117153.0,1,1,1,108675.01,0,4,3,759,False,True,False,0
15773751,597,0,29.0,1,132144.35,1,1,0,158086.33,0,1,4,718,True,False,False,0
15622729,649,0,46.0,2,0.0,2,1,1,66602.7,0,3,1,499,True,False,False,0
15597591,456,1,29.0,5,107000.49,1,1,1,153419.62,0,4,4,405,True,False,False,0
15589296,724,0,40.0,6,110054.45,1,1,1,86950.72,0,2,1,680,True,False,False,0
15802585,634,0,41.0,8,68213.99,1,1,1,6382.46,0,3,1,911,True,False,False,0
15757140,787,1,51.0,0,58137.08,1,0,1,142538.31,0,5,4,456,True,False,False,0
15641474,638,1,46.0,9,139859.54,1,1,0,38967.29,0,4,2,946,True,False,False,0
15645569,762,0,26.0,7,123709.46,2,1,1,169654.57,0,4,3,669,False,False,True,0
15579583,641,0,40.0,4,101090.27,1,1,1,51703.09,0,5,2,447,False,False,True,0
15578787,641,0,52.0,4,0.0,1,1,0,90964.54,1,1,1,742,True,False,False,1
15662189,434,1,33.0,3,0.0,1,1,1,2739.71,0,5,3,556,False,False,True,0
15757425,716,0,38.0,1,0.0,2,1,1,99661.46,0,2,4,266,True,False,False,0
15639049,489,0,31.0,7,139395.08,1,0,1,6120.84,0,4,3,348,True,False,False,0
15658614,565,0,38.0,7,145400.69,2,1,1,83844.79,0,2,2,289,False,True,False,0
15779059,670,0,38.0,4,119624.54,2,1,1,110472.12,0,4,3,732,True,False,False,0
15701238,683,1,47.0,1,0.0,2,1,0,148989.15,0,5,3,745,True,False,False,0
15618018,571,0,35.0,1,104783.81,2,0,1,178512.52,0,2,2,350,True,False,False,0
15803352,613,1,33.0,3,155736.42,2,1,1,57751.21,0,4,3,633,False,True,False,0
15801395,790,0,33.0,10,135120.72,1,0,0,195204.99,0,3,4,522,True,False,False,0
15716334,850,0,45.0,2,122311.21,1,1,1,19482.5,0,5,2,739,False,False,True,0
15791836,690,1,29.0,5,0.0,2,1,0,108577.97,0,3,3,242,True,False,False,0
15605279,792,1,50.0,9,0.0,2,1,1,194700.81,1,4,4,369,True,False,False,1
15571752,668,0,32.0,10,92041.87,1,1,1,43595.9,0,2,1,995,False,True,False,0
15638989,711,0,25.0,5,190066.54,1,0,0,51345.39,1,5,2,303,True,False,False,1
15663312,494,0,35.0,9,112727.06,2,1,0,183752.91,0,2,4,697,True,False,False,0
15594594,546,1,42.0,7,139070.51,1,1,1,86945.0,0,3,4,451,False,False,True,0
15612670,631,0,46.0,10,0.0,2,1,1,129508.96,0,2,4,687,False,False,True,0
15792077,671,1,28.0,8,119859.52,2,1,0,125422.66,0,4,4,555,False,True,False,0
15594404,834,0,49.0,8,160602.25,2,1,0,129273.94,0,2,2,771,True,False,False,0
15756625,752,0,41.0,8,0.0,2,1,0,139844.04,1,1,1,300,True,False,False,1
15665695,594,0,49.0,4,0.0,2,1,1,23631.55,0,3,3,801,True,False,False,0
15641934,749,0,46.0,9,66582.81,1,1,0,78753.12,1,1,3,968,False,False,True,1
15781451,504,1,42.0,3,134936.97,2,0,0,135178.91,0,2,4,985,True,False,False,0
15582033,753,1,44.0,3,138076.47,1,1,0,15523.09,1,2,1,290,False,True,False,1
15687658,716,0,52.0,7,65971.61,2,1,0,14608.0,1,2,3,450,True,False,False,1
15697020,618,1,39.0,2,91068.56,1,1,0,26578.69,0,2,2,244,True,False,False,0
15570932,666,1,43.0,7,137780.74,2,1,1,119100.05,1,3,1,817,True,False,False,1
15742886,642,1,26.0,1,138023.79,2,0,1,117060.2,0,3,2,794,True,False,False,0
15582090,684,0,36.0,4,0.0,1,1,0,117038.96,0,1,1,718,False,False,True,0
15636872,585,0,32.0,8,144705.87,2,0,0,171482.56,0,1,3,767,True,False,False,0
15720353,553,1,41.0,1,0.0,2,1,0,90607.31,0,2,3,534,True,False,False,0
15792180,566,1,22.0,7,144954.75,2,1,0,102246.0,0,4,4,698,False,True,False,0
15679928,592,0,31.0,2,84102.11,2,0,1,116385.24,0,1,3,677,True,False,False,0
15673084,645,1,38.0,1,68079.8,1,0,1,166264.89,0,1,3,746,False,False,True,0
15638355,658,0,35.0,5,126397.66,1,0,0,156361.58,1,3,2,501,True,False,False,1
15798964,714,1,33.0,3,35016.6,1,1,0,53667.08,0,3,2,791,False,True,False,0
15801462,716,1,31.0,8,109578.04,2,1,1,51503.51,0,1,4,393,True,False,False,0
15607753,606,0,23.0,10,70417.79,1,0,1,90896.04,0,4,4,437,False,False,True,0
15675888,550,0,33.0,9,72788.03,1,1,1,103608.06,0,2,3,487,False,False,True,0
15787655,707,1,47.0,3,0.0,2,1,0,174303.29,0,5,2,791,True,False,False,0
15646351,486,1,27.0,7,0.0,2,1,0,28823.04,0,4,1,766,False,False,True,0
15744717,726,0,44.0,2,0.0,2,1,1,26733.86,0,3,1,655,True,False,False,0
15758755,729,0,34.0,9,132121.71,1,0,1,105409.31,0,3,2,654,True,False,False,0
15593973,663,0,33.0,8,122528.18,1,1,0,196260.3,0,4,1,261,False,False,True,0
15811389,724,0,35.0,0,171982.95,2,0,1,167313.07,0,2,2,745,False,True,False,0
15726250,508,0,38.0,3,166328.65,2,0,1,22614.19,0,3,4,789,True,False,False,0
15613216,639,0,39.0,1,141789.15,1,1,0,92455.96,0,3,3,422,False,False,True,0
15692577,674,0,38.0,10,83727.68,1,1,0,45418.12,0,1,4,450,False,True,False,0
15598846,700,0,44.0,2,58781.76,1,1,0,16874.92,0,3,3,785,True,False,False,0
15695129,718,0,31.0,1,152663.77,1,0,1,17128.64,0,4,2,818,True,False,False,0
15693752,487,1,37.0,2,0.0,2,1,1,126722.57,0,5,1,668,True,False,False,0
15742297,715,1,35.0,2,141005.47,1,1,1,60407.93,0,1,1,674,True,False,False,0
15762455,624,1,33.0,6,66220.17,1,0,1,170819.01,0,5,2,413,False,False,True,0
15572374,733,1,36.0,1,0.0,2,0,1,108377.82,0,2,1,932,False,False,True,0
15617301,774,1,36.0,9,130809.77,1,1,0,152290.28,0,5,1,560,False,True,False,0
15775067,606,1,47.0,3,93578.68,2,0,1,137720.56,1,5,2,537,True,False,False,1
15694321,619,0,28.0,3,0.0,2,1,0,53394.12,0,3,3,658,True,False,False,0
15813327,710,1,21.0,4,109130.96,2,1,1,56191.99,0,5,1,627,True,False,False,0
15748696,733,1,42.0,9,150507.21,1,0,1,169964.12,0,3,1,296,True,False,False,0
15634281,720,0,43.0,10,110822.9,1,0,0,72861.94,0,4,1,987,False,True,False,0
15691874,687,0,34.0,9,125474.44,1,1,0,198929.84,0,1,2,565,True,False,False,0
15735330,553,1,37.0,1,0.0,1,1,0,30461.55,0,5,4,623,True,False,False,0
15778005,785,0,39.0,1,130147.98,1,1,0,163798.41,1,1,1,526,True,False,False,1
15664860,692,0,47.0,3,0.0,2,1,0,150802.41,1,3,1,525,False,False,True,1
15636912,678,1,38.0,3,124483.53,1,1,0,126253.31,0,1,1,709,False,False,True,0
15650437,522,1,32.0,8,124450.36,2,1,1,165786.1,0,3,2,721,False,True,False,0
15683403,611,1,52.0,7,0.0,1,0,1,73585.18,1,2,3,380,False,False,True,1
15754849,776,0,32.0,4,109421.13,2,1,1,126517.46,0,1,1,296,False,True,False,0
15641411,756,0,23.0,1,112568.31,1,1,1,113408.11,0,5,4,965,True,False,False,0
15813034,727,1,38.0,2,62276.99,1,1,1,59280.79,0,4,4,757,False,False,True,0
15637428,660,1,35.0,7,0.0,2,1,0,13218.6,0,5,2,759,True,False,False,0
15629128,774,1,42.0,2,132193.94,2,1,1,162865.52,0,1,1,851,False,True,False,0
15603764,560,1,49.0,4,0.0,1,1,1,100075.1,1,1,4,533,True,False,False,1
15664214,670,1,33.0,2,141204.65,2,1,0,76257.46,0,5,2,814,True,False,False,0
15622470,772,1,41.0,10,96032.22,1,1,1,75825.57,0,3,4,317,False,False,True,0
15766183,580,1,72.0,2,130334.84,2,1,1,51672.08,0,5,4,756,False,True,False,0
15571529,650,0,48.0,7,138232.24,1,1,0,57594.78,0,4,4,783,False,True,False,0
15612103,627,0,35.0,2,137852.96,1,1,1,172269.21,1,3,1,803,False,True,False,1
15638963,678,0,22.0,4,174852.89,1,1,1,28149.06,0,3,3,333,True,False,False,0
15744914,539,1,42.0,1,177728.55,1,1,0,105013.63,0,5,3,912,False,True,False,0
15630661,614,0,25.0,10,75212.28,1,1,0,58965.04,0,5,3,386,False,False,True,0
15646227,682,0,27.0,1,97893.2,1,1,0,166144.98,0,5,4,635,True,False,False,0
15656086,542,1,54.0,8,105770.14,1,0,1,140929.98,1,4,4,780,False,False,True,1
15751561,498,1,61.0,7,102453.26,1,1,0,187247.56,1,2,4,727,False,True,False,1
15665129,545,1,33.0,1,132527.9,2,0,1,107429.71,0,5,1,898,False,True,False,0
15701936,467,1,28.0,10,126315.26,1,1,0,32349.29,1,4,3,469,False,True,False,1
15756894,635,1,29.0,1,0.0,1,0,1,24865.54,0,1,2,798,True,False,False,0
15662337,744,0,50.0,1,121498.11,2,0,1,106061.47,1,2,2,271,False,True,False,1
15748432,746,0,32.0,4,0.0,2,1,1,72909.75,0,3,4,468,True,False,False,0
15763218,661,0,41.0,1,0.0,2,0,1,131300.68,0,1,3,671,True,False,False,0
15627848,683,1,38.0,7,109346.13,2,1,0,102665.92,0,4,4,603,True,False,False,0
15740406,628,1,38.0,10,113525.84,1,1,0,46044.48,1,5,3,491,False,True,False,1
15605673,716,0,29.0,8,0.0,2,0,0,78616.92,0,1,4,785,False,False,True,0
15666767,508,1,35.0,1,86893.28,1,0,0,59374.82,0,2,1,408,True,False,False,0
15788946,605,0,29.0,3,116805.82,1,0,0,4092.75,0,5,3,851,False,False,True,0
15754605,563,0,39.0,5,0.0,2,1,1,17603.81,0,1,1,336,True,False,False,0
15690492,625,1,41.0,6,97663.16,2,1,0,57128.78,0,4,4,688,True,False,False,0
15567630,721,1,40.0,6,100275.88,1,1,0,138564.48,1,5,2,889,False,True,False,1
15593496,526,0,36.0,5,91132.18,1,0,0,58111.71,0,1,4,485,False,False,True,0
15638463,681,0,48.0,8,139480.18,1,1,1,163581.67,0,1,2,420,False,True,False,0
15769346,587,0,36.0,1,134997.49,2,1,0,44688.08,0,1,3,675,True,False,False,0
15574213,789,0,53.0,1,158271.74,1,1,1,5036.39,1,1,1,296,True,False,False,1
15706200,637,1,41.0,2,138014.4,2,1,0,140298.24,0,1,2,823,False,True,False,0
15710853,623,0,24.0,5,0.0,2,1,0,116160.04,0,1,2,776,True,False,False,0
15663234,508,0,60.0,7,143262.04,1,1,1,129562.74,0,3,2,727,True,False,False,0
15653784,627,1,37.0,2,125190.86,1,0,1,84584.69,0,2,4,582,True,False,False,0
15608328,760,0,41.0,6,0.0,2,0,0,101491.23,0,4,1,873,False,False,True,0
15737509,850,1,34.0,8,199229.14,1,0,0,68106.29,0,3,1,850,False,False,True,0
15779627,573,1,31.0,0,134644.19,1,1,1,70381.49,0,5,1,603,False,True,False,0
15715750,646,0,44.0,2,113063.83,1,0,0,53072.49,1,3,1,661,False,True,False,1
15760431,850,1,38.0,1,0.0,2,1,1,80006.65,0,2,3,480,True,False,False,0
15805062,667,1,38.0,1,87202.38,1,1,1,77866.91,0,5,3,955,False,False,True,0
15725509,662,1,30.0,5,115286.68,2,1,1,149587.92,0,3,2,264,False,True,False,0
15632967,520,1,34.0,3,0.0,2,1,1,104703.96,0,5,4,867,True,False,False,0
15809772,667,1,48.0,2,0.0,1,1,0,43229.2,0,4,1,487,True,False,False,0
15574842,653,0,25.0,2,158266.42,2,1,1,199357.24,0,4,2,630,False,True,False,0
15598266,610,1,40.0,9,0.0,1,1,1,149602.54,0,3,1,613,True,False,False,0
15738980,506,1,43.0,2,0.0,2,1,0,105568.6,0,2,3,622,True,False,False,0
15758081,673,1,39.0,8,138160.0,1,1,1,110468.51,0,3,1,778,False,False,True,0
15701042,596,0,27.0,2,151027.56,1,1,0,170320.58,0,2,3,993,False,True,False,0
15649280,521,0,40.0,9,134504.78,1,1,0,18082.06,0,5,3,257,False,True,False,0
15737571,540,0,28.0,6,84121.04,1,0,1,80698.54,0,3,1,939,False,False,True,0
15609286,702,1,37.0,10,150525.8,1,1,1,94728.49,0,4,4,541,True,False,False,0
15756539,585,0,39.0,7,165610.41,2,0,0,131852.01,0,1,2,791,False,True,False,0
15763093,540,0,35.0,7,128369.75,2,1,0,198256.15,0,2,3,653,False,True,False,0
15566312,660,0,42.0,5,0.0,2,1,1,189016.24,1,5,2,351,False,False,True,1
15707918,741,0,36.0,0,127675.39,2,1,0,74260.16,0,3,1,283,False,True,False,0
15599792,545,0,26.0,1,0.0,2,1,1,199638.56,0,5,3,902,True,False,False,0
15724269,670,1,25.0,7,0.0,2,1,1,144723.38,0,2,2,940,True,False,False,0
15772601,845,0,41.0,2,81733.74,2,0,0,199761.29,0,1,4,359,False,True,False,0
15619407,615,1,39.0,4,133707.09,1,1,1,108152.75,0,5,3,358,True,False,False,0
15665158,813,1,27.0,1,137275.36,1,0,1,115733.16,0,2,3,799,False,False,True,0
15811127,521,1,35.0,6,96423.84,1,1,0,10488.44,0,4,3,280,True,False,False,0
15637954,730,0,35.0,0,155470.55,1,1,1,53718.28,0,4,2,500,True,False,False,0
15678173,629,1,35.0,4,174588.8,2,0,1,158420.14,0,1,4,391,False,False,True,0
15788494,555,1,31.0,8,145875.74,1,1,0,137491.23,0,3,2,239,True,False,False,0
15733797,506,1,36.0,5,0.0,2,1,0,164253.35,0,4,2,299,True,False,False,0
15652981,600,1,30.0,2,119755.0,1,1,1,21852.91,0,1,4,910,False,True,False,0
